Nombre,Direccion,CCAA,Latitud,Longitud,Telefono,URL,Correo,Facebook,Categoria,Tamaño,Capaciadad,Capacidad,Ocupacion,id_centro
ZARPITAS,"AVDA. JUAN DE LA ROSA Nº 65 , Ubrique (CADIZ) , Andalucía, España",Andalucía,36.6805759,-5.4469996,+34 941092987,http://www.zarpitas.com,zarpita@morcillo-barcena.es,register/zarpitas,mixta,pequeña,,60,60,000214
AMIGOS CANINOS DE ALHAURIN DE LA TORRE,"C/ CABO DE GATA, 9  , Alhaurín de la Torre (MALAGA) , Andalucía, España",Andalucía,36.657841,-4.5652177,+34 973 420 503,http://www.amigoscaninosdealhaurindelatorre.com,amigosca@ribes-sanz.com,main/amigoscaninosdealhaurindelatorre,canina,mediana,,182,206,000215
BUSCANDO KAREM,"CALLE VIA FLAVIA Nº 11 , Sevilla (SEVILLA) , Andalucía, España",Andalucía,37.346833,-5.9387272,+34 947 68 43 30,http://www.buscandokarem.com,buscand@portillo-gimeno.net,post/buscandokarem,mixta,pequeña,,64,33,000216
CANEM DU FIRE,"C/ ANGUSTIAS Nº 14 , Padul (GRANADA) , Andalucía, España",Andalucía,37.0257182,-3.6244628,+34 901 08 83 59,http://www.canemdufire.com,canemdufir@sarabia.com,register/canemdufire,mixta,grande,,311,555,000217
CANINA ALCALAREÑA,"C/ JOSE ESPINOSA GOMEZ Nº29  , Alcalá de Guadaíra (SEVILLA) , Andalucía, España",Andalucía,37.3418145,-5.844187,+34881 729 519,http://www.caninaalcalarea.com,caninaalc@vallejo-cuevas.org,category/caninaalcalarea,canina,grande,,385,684,000218
CANINA ALGECIRAS,"VICENTE DE PAUL Nº 56 , Algeciras (CADIZ) , Andalucía, España",Andalucía,36.12955,-5.4558316,+34 876 805 188,http://www.caninaalgeciras.com,canina@beltran.com,post/caninaalgeciras,canina,pequeña,,65,40,000219
CANINA AMIGO FIEL,"C/ Constantina, 11 , Sevilla (SEVILLA) , Andalucía, España",Andalucía,37.4086342,-5.9781062,+34 942 537 074,http://www.caninaamigofiel.com,caninaami@pinedo.com,main/caninaamigofiel,canina,grande,,356,631,000220
CANINA ANKER,"C/ LLOBREGAT 12 , Jerez de la Frontera (CADIZ) , Andalucía, España",Andalucía,36.6889267,-6.1012194,+34 977 563 320,http://www.caninaanker.com,canin@elias.es,privacy/caninaanker,canina,pequeña,,49,42,000221
CANINA CAMPOARAS,"C / MORILES Nº 3  , Lucena (CORDOBA) , Andalucía, España",Andalucía,37.4056175,-4.4775289,+34883 77 16 50,http://www.caninacampoaras.com,caninac@miguel-collado.com,register/caninacampoaras,canina,mediana,,119,202,000222
CANINA CHICLANERA,"C/ SANTA SOFIA Nº 4 , Chiclana de la Frontera (CADIZ) , Andalucía, España",Andalucía,36.4171417,-6.1353108,+34928676076,http://www.caninachiclanera.com,caninac@garcia-malo.net,search/caninachiclanera,canina,grande,,330,312,000223
CANINA COMARCA DEL MARMOL A.C.C.M.,"AVDA. ALMERIA, 3 , Macael (ALMERIA) , Andalucía, España",Andalucía,37.3342871,-2.3022265,+34803 648 468,http://www.caninacomarcadelmarmola.c.c.m..com,caninaco@catala-guillen.com,register/caninacomarcadelmarmola.c.c.m.,canina,pequeña,,33,10,000224
CANINA DE AGILITY ACAGI,"C/ SAN MATIAS, Nº 6 , Granada (GRANADA) , Andalucía, España",Andalucía,37.1326997,-3.6697786,+34803281541,http://www.caninadeagilityacagi.com,caninade@pozuelo.com,home/caninadeagilityacagi,canina,mediana,,285,381,000225
CANINA DE ESTEPONA,"c/ Santa Ana, 30  , Estepona (MALAGA) , Andalucía, España",Andalucía,36.4249785,-5.1451647,+34 921120163,http://www.caninadeestepona.com,caninadee@cardenas.org,author/caninadeestepona,canina,pequeña,,20,7,000226
CANINA DEL LEVANTE ALMERIENSE A.C.L.A.,"C/ RIBERA, 7 , Vera (ALMERIA) , Andalucía, España",Andalucía,37.1919739,-1.8178248,+34 848489066,http://www.caninadellevantealmeriensea.c.l.a..com,caninad@bertran-mur.org,home/caninadellevantealmeriensea.c.l.a.,canina,grande,,386,187,000227
CANINA EL EJIDO,"CALLE JOSE DE CHURRIGUERA, Nº 52 , Ejido (El) (ALMERIA) , Andalucía, España",Andalucía,36.776015,-2.804435,+34979 721 555,http://www.caninaelejido.com,caninaele@losa.es,main/caninaelejido,canina,grande,,337,106,000228
CANINA LA PALMERA,"MUZQUI, 5 , Carolina (La) (JAEN) , Andalucía, España",Andalucía,38.2774563,-3.6101826,+34943 52 47 78,http://www.caninalapalmera.com,canin@noguera-ferrandez.org,login/caninalapalmera,canina,pequeña,,64,26,000229
CANINA LOS PEDROCHES,"RONDA DE LOS MUÑOCES, 44 BJ , Pozoblanco (CORDOBA) , Andalucía, España",Andalucía,38.37025,-4.8561716,+34 823 232 716,http://www.caninalospedroches.com,caninalosp@ibanez.es,about/caninalospedroches,canina,grande,,307,357,000230
ESPERANZA CANINA DE CHIPIONA,"AVDA. DE ROTA Nº 66 , Chipiona (CADIZ) , Andalucía, España",Andalucía,36.7342698,-6.4302293,+34 978583235,http://www.esperanzacaninadechipiona.com,esperanz@alfonso-heredia.com,faq/esperanzacaninadechipiona,canina,pequeña,,82,121,000231
EVOLUCAN,"C/ CARPINTEROS Nº 21 , Mairena del Alcor (SEVILLA) , Andalucía, España",Andalucía,37.362574,-5.7556698,+34975 99 16 23,http://www.evolucan.com,evoluca@lastra.org,main/evolucan,canina,pequeña,,62,105,000232
LESACAN,"C/ LAGARILLO, 16  , Málaga (MALAGA) , Andalucía, España",Andalucía,36.7572454,-4.4939955,+34 885655360,http://www.lesacan.com,lesaca@cal.com,post/lesacan,mixta,grande,,488,801,000233
LUNACAN,"C/ NARANJO Nº 18 , Chipiona (CADIZ) , Andalucía, España",Andalucía,36.7327524,-6.4347608,+34923645178,http://www.lunacan.com,lunacan@salgado.es,author/lunacan,mixta,pequeña,,48,23,000234
MASCOTAS CANINAS DE ARAHAL AMCA,"calle Codorniz nº 18 , Arahal (SEVILLA) , Andalucía, España",Andalucía,37.2580473,-5.5510237,+34872 91 81 23,http://www.mascotascaninasdearahalamca.com,mascotasca@jove-penas.org,search/mascotascaninasdearahalamca,canina,grande,,376,221,000235
PATITAS CANSADAS LA HIGUERA-ARJONILLA,"CONSTITUCIÓN, 5B , Lahiguera (JAEN) , Andalucía, España",Andalucía,37.9699035,-3.9879224,+34856 31 68 55,http://www.patitascansadaslahigueraarjonilla.com,patitasca@casado.org,category/patitascansadaslahigueraarjonilla,mixta,grande,,306,400,000236
PELUDOS BUSCANDO HOGAR ALMONTE,"calle Imagen, n. 11 , Almonte (HUELVA) , Andalucía, España",Andalucía,37.2569828,-6.5220485,+34878 72 92 59,http://www.peludosbuscandohogaralmonte.com,peludosb@casals.com,author/peludosbuscandohogaralmonte,canina,mediana,,191,88,000237
REFUGIO CANINO DE LEO,"c/ Jara, 11  , Vélez-Málaga (MALAGA) , Andalucía, España",Andalucía,36.7666833,-4.096366,+34 948074778,http://www.refugiocaninodeleo.com,refug@aguilar.es,login/refugiocaninodeleo,canina,mediana,,273,323,000238
SOCIEDAD CANINA DE ANDALUCIA AL-ANDALUS,"CAMINO DE LA GUAJIRA, 29 , Almería (ALMERIA) , Andalucía, España",Andalucía,36.8454749,-2.3013514,+34884 15 34 31,http://www.sociedadcaninadeandaluciaalandalus.com,socieda@rivero.org,privacy/sociedadcaninadeandaluciaalandalus,canina,pequeña,,69,18,000239
SOCIEDAD CANINA DE CORDOBA,"C/PROFESOR CASTILLA DEL PINO,12 , Córdoba (CORDOBA) , Andalucía, España",Andalucía,37.9196963,-4.8026894,+34807 31 31 18,http://www.sociedadcaninadecordoba.com,sociedad@sastre-carlos.es,terms/sociedadcaninadecordoba,canina,mediana,,250,412,000240
AREA LA HUELLA,"C/ 28 DE FEBRERO Nº 8 B , Benalup-Casas Viejas (CADIZ) , Andalucía, España",Andalucía,36.3455006,-5.8115119,+34 821 129 042,http://www.arealahuella.com,areala@osuna.org,search/arealahuella,canina,grande,,327,514,000241
DEJANDO HUELLAS DE PRADO DEL REY,"C/ VELA Y MORA N 45 , Prado del Rey (CADIZ) , Andalucía, España",Andalucía,36.7897563,-5.5562613,+34811 282 217,http://www.dejandohuellasdepradodelrey.com,dejandoh@frias.es,privacy/dejandohuellasdepradodelrey,mixta,mediana,,242,272,000242
HUELLAS ACCITANAS,"C/ DUENDE, Nº 9 , Guadix (GRANADA) , Andalucía, España",Andalucía,37.3003116,-3.1376939,+34977 326 833,http://www.huellasaccitanas.com,huella@marmol.es,privacy/huellasaccitanas,mixta,mediana,,154,226,000243
HUELLAS DE MORALEDA,"C/ ARENAL, Nº 41 , Moraleda de Zafayona (GRANADA) , Andalucía, España",Andalucía,37.1685898,-3.9649083,+34 973 47 22 71,http://www.huellasdemoraleda.com,huellasd@quintanilla.org,homepage/huellasdemoraleda,mixta,pequeña,,54,70,000244
HUELLAS KÑT,"RONDA MAESTRO HITA, 24 , Cañete de las Torres (CORDOBA) , Andalucía, España",Andalucía,37.8702003,-4.3157461,+34944 571 712,http://www.huellaskt.com,huellas@bastida.es,home/huellaskt,canina,mediana,,140,230,000245
HUELLAS SIN HOGAR SIERRA DE SEGURA,"C/ PINTOR ZABALETA, 13 , Puerta de Segura (La) (JAEN) , Andalucía, España",Andalucía,38.3484786,-2.7371539,+34 920976698,http://www.huellassinhogarsierradesegura.com,huell@espinosa-bernad.com,terms/huellassinhogarsierradesegura,mixta,mediana,,264,457,000246
LA HUELLA DE DASHA,"C/ HUMILDAD, 18 , Peñarroya-Pueblonuevo (CORDOBA) , Andalucía, España",Andalucía,38.302188,-5.2647471,+34 847833129,http://www.lahuelladedasha.com,lahue@segui-huerta.com,privacy/lahuelladedasha,mixta,mediana,,248,73,000247
LA HUELLA ROJA ALMERIA,"C/ GIBRALTAR ESPAÑOL 62 , Almería (ALMERIA) , Andalucía, España",Andalucía,36.830279,-2.4549948,+34982513877,http://www.lahuellarojaalmeria.com,lahuella@vallejo.com,about/lahuellarojaalmeria,canina,pequeña,,74,123,000248
LA QUINTA HUELLA,"C/ Virgen del Pilar, 16 -San José de la Rinconada , Rinconada (La) (SEVILLA) , Andalucía, España",Andalucía,37.4833453,-5.9409137,+34 945 347 211,http://www.laquintahuella.com,laquinta@company-carretero.com,faq/laquintahuella,mixta,pequeña,,91,46,000249
LAS HUELLAS DE JACKY,"C/ Velázquez, 60 , Burguillos (SEVILLA) , Andalucía, España",Andalucía,37.5907977,-5.9758681,+34 826937049,http://www.lashuellasdejacky.com,lashuel@arregui.es,login/lashuellasdejacky,mixta,mediana,,116,154,000250
UNA HUELLA EN TU CORAZÓN,"C/ ALTOZANO Nº 1 A , Sanlúcar la Mayor (SEVILLA) , Andalucía, España",Andalucía,37.3869687,-6.2035982,+34 842275990,http://www.unahuellaentucorazn.com,unahuell@rodrigo-nieto.com,author/unahuellaentucorazn,canina,grande,,412,665,000251
DINAMI CAT CER,"C/ MERCED BAJA Nº 5 , Jaén (JAEN) , Andalucía, España",Andalucía,37.7645264,-3.7923506,+34 806 169 684,http://www.dinamicatcer.com,dinamicatc@pintor.org,login/dinamicatcer,mixta,mediana,,153,249,000252
FDCATS,"C/ VICENTE ALEIXANDRE, 11 , Córdoba (CORDOBA) , Andalucía, España",Andalucía,37.4024454,-4.4986137,+34 725 82 83 31,http://www.fdcats.com,fdcats@maza.net,homepage/fdcats,mixta,mediana,,188,197,000253
SOTOGRANDE CAT CARE SOCIETY - SOCCS,"AV. DE LOS CANOS 52 , San Roque (CADIZ) , Andalucía, España",Andalucía,36.2940077,-5.302071,+34979774434,http://www.sotograndecatcaresocietysoccs.com,sotogr@herrera-lorenzo.net,search/sotograndecatcaresocietysoccs,mixta,grande,,456,426,000254
INDEFENSOS PELUDOS,"Avda. Carmen Laffón, 24 , Burguillos (SEVILLA) , Andalucía, España",Andalucía,37.5892142,-5.9745448,+34 712 850 016,http://www.indefensospeludos.com,indefens@costa.com,privacy/indefensospeludos,mixta,pequeña,,82,99,000255
PELUDOS INVISIBLES,"C/ Feria, 23 , Roda de Andalucía (La) (SEVILLA) , Andalucía, España",Andalucía,37.2016434,-4.782774,+34 844 011 065,http://www.peludosinvisibles.com,peludosinv@cobo.net,search/peludosinvisibles,mixta,grande,,445,492,000256
SOS PELUDOS COMARCA GUADALTEBA,"Avda. La Candelaria, 62  , Campillos (MALAGA) , Andalucía, España",Andalucía,37.043778,-4.866543,+34 914040386,http://www.sospeludoscomarcaguadalteba.com,sospelud@uria-nieto.es,index/sospeludoscomarcaguadalteba,mixta,pequeña,,39,46,000257
VIDAS PELUDAS,"C/ 29 DE ABRIL, Nº 4 , Zubia (La) (GRANADA) , Andalucía, España",Andalucía,37.1180821,-3.5896494,+34705184997,http://www.vidaspeludas.com,vidasp@casals.org,register/vidaspeludas,mixta,mediana,,233,368,000258
LOS MAULLIDOS DE ZEUS,"C/ MONTURQUE, 8 , Moriles (CORDOBA) , Andalucía, España",Andalucía,37.4365102,-4.6065416,+34 901 908 900,http://www.losmaullidosdezeus.com,losmaul@barroso-rio.com,login/losmaullidosdezeus,felina,pequeña,,37,34,000259
S.O.S. MASCOTAS,"C/Cañada, 95 , Alameda (MALAGA) , Andalucía, España",Andalucía,37.2032795,-4.6618419,+34 848608513,http://www.s.o.s.mascotas.com,sosmascot@batlle.es,post/s.o.s.mascotas,mixta,grande,,455,700,000260
MI MEJOR AMIGO MALAGA,"C/ CALERITO 7, 6º-C , Málaga (MALAGA) , Andalucía, España",Andalucía,36.6979819,-4.4574016,+34 988 093 936,http://www.mimejoramigomalaga.com,mimejor@vendrell.org,category/mimejoramigomalaga,mixta,grande,,337,591,000261
PATITAS DE CÓRDOBA,"AVENIDA CARLOS III, 67 , Córdoba (CORDOBA) , Andalucía, España",Andalucía,37.8976451,-4.7667151,+34986 57 89 10,http://www.patitasdecrdoba.com,patitasdec@batlle.com,register/patitasdecrdoba,mixta,pequeña,,53,42,000262
PATITAS EN ACCION MALAGA,"C/ Angeles Rubio Argüelles, 76 - CHURRIANA -  , Málaga (MALAGA) , Andalucía, España",Andalucía,36.6628763,-4.5022383,+34642 471 976,http://www.patitasenaccionmalaga.com,patitasen@perez-mayoral.com,login/patitasenaccionmalaga,mixta,pequeña,,53,95,000263
PATITAS SOLIDARIAS,"C/ PLAZUELA, 45 , Encinas Reales (CORDOBA) , Andalucía, España",Andalucía,37.2741438,-4.4891863,+34 977475066,http://www.patitassolidarias.com,patitas@aparicio-pedrero.net,search/patitassolidarias,mixta,grande,,359,403,000264
CAÑOS DE SANCTI PETRI,"CALLE DE LA RIVERA S/N , Chiclana de la Frontera (CADIZ) , Andalucía, España",Andalucía,36.3929874,-6.2072028,+34 939000563,http://www.caosdesanctipetri.com,caosde@pujadas.es,home/caosdesanctipetri,canina,grande,,486,438,000265
HERPETOLÓGICA PYGMAEUS,"C/ Manuel Sanguino González, 3 , Palomares del Río (SEVILLA) , Andalucía, España",Andalucía,37.3203843,-6.0588495,+34928 71 05 34,http://www.herpetolgicapygmaeus.com,herpet@puerta.es,post/herpetolgicapygmaeus,canina,grande,,485,197,000266
VILLA MIAU LA CAROLINA,"C/ FUENTE PALMERA 5 B , Carolina (La) (JAEN) , Andalucía, España",Andalucía,38.2787986,-3.6182013,+34872 81 34 61,http://www.villamiaulacarolina.com,villamiau@sosa.es,about/villamiaulacarolina,felina,mediana,,285,175,000267
VILLA HOCICO,"C/ Torre del Mar nº 40 , Sevilla (SEVILLA) , Andalucía, España",Andalucía,37.3845778,-5.9052199,+34 813 909 212,http://www.villahocico.com,villahoci@vidal.com,index/villahocico,mixta,pequeña,,81,109,000268
BIGOTES AMIGOS,"C/ CRISTO REY, 15 , Priego de Córdoba (CORDOBA) , Andalucía, España",Andalucía,37.4395993,-4.198553,+34 977837812,http://www.bigotesamigos.com,bigotesa@tormo.com,homepage/bigotesamigos,mixta,pequeña,,99,68,000269
LOS BIGOTES DE CLEOPATRA,"C/ NUESTRA SEÑORA DEL ROSARIO, 62 , Puente Genil (CORDOBA) , Andalucía, España",Andalucía,37.3856987,-4.7712669,+34822 386 417,http://www.losbigotesdecleopatra.com,losbigotes@arco.es,about/losbigotesdecleopatra,mixta,mediana,,260,121,000270
EL REFUGIO DE SUSI Y LAURA,"C/ FUENGIROLA, Nº 16 , Dos Hermanas (SEVILLA) , Andalucía, España",Andalucía,37.275132,-5.914275,+34873 861 834,http://www.elrefugiodesusiylaura.com,elrefugi@valdes.com,post/elrefugiodesusiylaura,mixta,pequeña,,78,141,000271
EL REFUGIO LA NUEVA ESPERANZA,"C/ PICOS DE URBIÓN, Nº 3 , Morón de la Frontera (SEVILLA) , Andalucía, España",Andalucía,37.1200899,-5.4622695,+34 834 34 10 05,http://www.elrefugiolanuevaesperanza.com,elrefugiol@barbero.es,register/elrefugiolanuevaesperanza,mixta,grande,,380,454,000272
NO SOY UN JUGUETE,"c/ Gonzalez Anaya, 43  , Málaga (MALAGA) , Andalucía, España",Andalucía,36.722676,-4.4353943,+34888 72 91 82,http://www.nosoyunjuguete.com,nosoy@valenciano.es,search/nosoyunjuguete,mixta,mediana,,237,254,000273
CALLEJEROS DE FERNAN NUÑEZ,"PINTOR VELAZQUEZ ,48  , Fernán-Núñez (CORDOBA) , Andalucía, España",Andalucía,37.6681677,-4.7246683,+34 823 17 52 19,http://www.callejerosdefernannuez.com,callejeros@montana-reina.org,author/callejerosdefernannuez,mixta,grande,,470,574,000274
SOS CALLEJEROS,"C/ CARLOS HAYA Nº 9 , Cádiz (CADIZ) , Andalucía, España",Andalucía,36.7352805,-6.4360544,+34878 50 90 85,http://www.soscallejeros.com,soscalle@font-moran.net,privacy/soscallejeros,felina,mediana,,220,142,000275
CALLEJEROS DE FERNAN NUÑEZ,"PINTOR VELAZQUEZ ,48  , Fernán-Núñez (CORDOBA) , Andalucía, España",Andalucía,37.6681677,-4.7246683,+34826 06 83 22,http://www.callejerosdefernannuez.com,callejeros@herrero-sole.com,terms/callejerosdefernannuez,mixta,grande,,475,535,000276
SOS CALLEJEROS,"C/ CARLOS HAYA Nº 9 , Cádiz (CADIZ) , Andalucía, España",Andalucía,36.7352805,-6.4360544,+34821 44 07 14,http://www.soscallejeros.com,sosca@romeu.com,category/soscallejeros,mixta,mediana,,193,168,000277
CORAZONES OLVIDADOS GRANADA,"C/ ADELFA, Nº 2 , Huétor Vega (GRANADA) , Andalucía, España",Andalucía,37.1501416,-3.5728144,+34 901 53 54 77,http://www.corazonesolvidadosgranada.com,coraz@sanmiguel.es,author/corazonesolvidadosgranada,mixta,pequeña,,87,126,000278
SOCIEDAD PROTECTORA DE ANIMALES Y PLANTAS DE OVIEDO,C/VIADUCTO MARQUINA Nº 5 3º DCHA.,,43.3651439444842,-5.85469232612756,+34 680068460,http://www.sociedadprotectoradeanimalesyplantasdeoviedo.com,sociedadp@blanch.es,home/sociedadprotectoradeanimalesyplantasdeoviedo,canina,pequeña,,97,63,000279
SOCIEDAD CANINA DEL PRINCIPADO DE ASTURIAS,"C/ PERIODISTA ADEFLOR Nº 3, PPAL C",,43.5377255189155,-5.66227029726698,+34 849 380 018,http://www.sociedadcaninadelprincipadodeasturias.com,sociedadca@lumbreras.com,homepage/sociedadcaninadelprincipadodeasturias,canina,pequeña,,76,127,000280
"ASOCIACION PROTECTORA DE ANIMALES Y PLANTAS ""ALBERGUE LA XANA""",C/SANGREÑA Nº 7,,43.5048167862592,-6.21333235719955,+34 975 01 41 95,http://www.asociacionprotectoradeanimalesyplantasalberguelaxana.com,asociacion@calderon.es,terms/asociacionprotectoradeanimalesyplantasalberguelaxana,mixta,grande,,500,722,000281
ASOCIACION PARA LA PROTECCION DE LOS ANIMALES SAN FRANCISCO DE ASIS DE GIJON (APASA),"C/ SAAVEDRA, 23 -  BAJO",,43.5339581691803,-5.66394942857222,+34924 338 533,http://www.asociacionparalaprotecciondelosanimalessanfranciscodeasisdegijonapasa.com,asociacio@larrea.es,homepage/asociacionparalaprotecciondelosanimalessanfranciscodeasisdegijonapasa,mixta,grande,,500,325,000282
"SOCIEDAD PROTECTORA DE ANIMALES ""OCCIDENTE""",C/ LOS NOGALES Nº 14 BAJO,,42.2660149273138,-8.78614614061392,+34 820 90 95 18,http://www.sociedadprotectoradeanimalesoccidente.com,sociedadpr@rios-guardiola.es,home/sociedadprotectoradeanimalesoccidente,mixta,grande,,380,207,000283
ASOCIACION PROTECTORA DE ANIMALES MAS QUE CHUCHOS,"AVDA. TORRELAVEGA, 58-8ºC",,43.3650028688685,-5.83174521826891,+34876 420 762,http://www.asociacionprotectoradeanimalesmasquechuchos.com,asociaci@gonzalez-lamas.es,author/asociacionprotectoradeanimalesmasquechuchos,mixta,mediana,,277,269,000284
ASOCIACION PROTECTORA MIERENSE DE PERROS Y GATOS,"C/ LA ROSA, Nº 2, 2º DCHA.",,43.2570934368598,-5.77932824824394,+34947572408,http://www.asociacionprotectoramierensedeperrosygatos.com,asociac@martin-aguirre.es,about/asociacionprotectoramierensedeperrosygatos,canina,mediana,,185,337,000285
ASOCIACION PROTECTORA DE ANIMALES DEL ORIENTE,"CASA VALLINA , VALBUENA S/N",,43.4302312310026,-5.4048140160068,+34 874 731 898,http://www.asociacionprotectoradeanimalesdeloriente.com,asociacion@arjona.com,post/asociacionprotectoradeanimalesdeloriente,mixta,pequeña,,42,26,000286
ASOCIACION PROTECTORA DE ANIMALES DON GATO 10  CANDAS - CARREÑO (ASTURIAS),"CALLE PIÑERES Nº 2, 1º IZDA",,43.5924806317036,-5.76920798255562,+34 944 259 374,http://www.asociacionprotectoradeanimalesdongato10candascarreoasturias.com,asocia@alba-rueda.es,main/asociacionprotectoradeanimalesdongato10candascarreoasturias,felina,grande,,439,591,000287
ASOCIACION PROTECTORA DE ANIMALES EL TRASGU (A.P.A.E.T.),"C/ MOLIN EL TORO, 1 - 6º C",,43.3868704179362,-5.8151971707204,+34 820 13 09 89,http://www.asociacionprotectoradeanimaleseltrasgua.p.a.e.t..com,asocia@cerezo.com,search/asociacionprotectoradeanimaleseltrasgua.p.a.e.t.,mixta,pequeña,,97,90,000288
"ASOCIACION PROTECTORA DE ANIMALES ""LA LLOBERA""","CALLE COVADONGA 6, 1º IZDA",,43.5398677869714,-5.65857252711029,+34 973 592 855,http://www.asociacionprotectoradeanimaleslallobera.com,asocia@becerra.es,category/asociacionprotectoradeanimaleslallobera,mixta,pequeña,,78,63,000289
ASOCIACION BIODIVERSA,"C/ EZCURDIA, N.º 22 - PLANTA 13",,43.5377208392715,-5.6483998866429,+34 902 19 57 09,http://www.asociacionbiodiversa.com,asociac@martorell-arjona.org,faq/asociacionbiodiversa,mixta,grande,,480,636,000290
ASOCIACION MANOPATA,"AVDA. DE TORRELAVEGA, 58 - 8.º C",,43.364778355409,-5.83455111937189,+34 845 98 38 41,http://www.asociacionmanopata.com,asociacio@ribes.com,index/asociacionmanopata,canina,grande,,441,415,000291
ASOCIACION DE VOLUNTARIOS POR LOS ANIMALES,"C/ MANUEL LLANEZA, 68 - BAJO",,43.3748984386487,-5.82037705998813,+34 823797898,http://www.asociaciondevoluntariosporlosanimales.com,asociaci@cruz.com,post/asociaciondevoluntariosporlosanimales,mixta,pequeña,,35,20,000292
GALGO ASTUR,"C/ GALICIA, N.º 1",,43.5121986351029,-5.89592663222947,+34 883878258,http://www.galgoastur.com,galgoastu@villalonga-campo.org,login/galgoastur,mixta,mediana,,177,164,000293
"ASOCIACION FELINA ""LA ESPERANZA""","C/ LA ESPINA, N.º 9 - PLANTA BAJA",,43.3954394725143,-6.33696020698061,+34927084146,http://www.asociacionfelinalaesperanza.com,asociac@hernandez.es,main/asociacionfelinalaesperanza,felina,pequeña,,60,88,000294
COLECTIVO NALON PARA LA DEFENSA Y PROTECCION DE LOS ANIMALES,"PERLA, N.º 10 BAJO",,43.2889019343006,-5.63741836124203,+34946 12 32 07,http://www.colectivonalonparaladefensayprotecciondelosanimales.com,colectivo@mateo.com,index/colectivonalonparaladefensayprotecciondelosanimales,mixta,grande,,302,279,000295
ASOCIACION PROTECTORA DE ANIMALES GIJON FELINO,RIO DE ORO Nº 32 BIS 6º A,,43.5307086848598,-5.66296181994694,+34 821 60 05 20,http://www.asociacionprotectoradeanimalesgijonfelino.com,asociaci@barranco.net,post/asociacionprotectoradeanimalesgijonfelino,felina,grande,,323,196,000296
PATRULLA ANIMAL LANGREO,"C/ ARTURO EZAMA, N,.º 12",,43.3110858857244,-5.69248415627648,+34 987 91 11 85,http://www.patrullaanimallangreo.com,patrullaan@uria.com,index/patrullaanimallangreo,mixta,grande,,343,366,000297
ASOCIACION PROTECTORA DE ANIMALES HUELLAS UNIDAS DE TINEO,"PZA. DEL GENERAL RIEGO, N.º 7",,43.3330395771606,-6.41203233945594,+34 690 79 53 48,http://www.asociacionprotectoradeanimaleshuellasunidasdetineo.com,asociaci@laguna.com,home/asociacionprotectoradeanimaleshuellasunidasdetineo,canina,pequeña,,23,36,000298
"ASOCIACION PARA LA PROTECCION DE ANIMALES ""ASHAWANHDA""","LG/ EL CRUCERO, N.º 3",,43.3434787697146,-6.39083631545537,+34976802811,http://www.asociacionparalaprotecciondeanimalesashawanhda.com,asociacion@guijarro.es,register/asociacionparalaprotecciondeanimalesashawanhda,mixta,grande,,438,435,000299
PROTECTORA DE ANIMALES Y PLANTAS CANFELIZ,"CTRA. RECTA DE PEÑAFLOR, N.º 42 BAJO IZDA.",,43.396498,-6.05456,+34 637 083 251,http://www.protectoradeanimalesyplantascanfeliz.com,protectora@pineda.com,terms/protectoradeanimalesyplantascanfeliz,mixta,pequeña,,66,26,000300
ASOCIACION PROTECTORA DE ANIMALES BENECANE,"CL/ JOAQUIN COSTA, N.º 48",,43.3708853803849,-5.83397467640878,+34984 66 16 23,http://www.asociacionprotectoradeanimalesbenecane.com,asocia@tudela.org,author/asociacionprotectoradeanimalesbenecane,mixta,pequeña,,43,76,000301
SIGUIENDO TUS HUELLAS - VALDES,"CL/ CRUCERO, N.º 8 - PLANTA BAJA",,43.543830142775,-6.53461158660441,+34 838962846,http://www.siguiendotushuellasvaldes.com,siguiendo@esparza.org,register/siguiendotushuellasvaldes,mixta,pequeña,,60,81,000302
ASOCIACION FELINOS FELICES DEL CONCEJO DE CUDILLERO,"C/ SAN JUAN Nº 1, 1º",,43.5630361062531,-6.14668521546592,+34 884987434,http://www.asociacionfelinosfelicesdelconcejodecudillero.com,asociaci@nicolas.net,homepage/asociacionfelinosfelicesdelconcejodecudillero,felina,pequeña,,89,81,000303
NORANEKO - ASOCIACION PROTECTORA DE ANIMALES RIBERA DE ARRIBA,LA CABALLERIA S/N,,43.3099184430659,-5.87723422412704,+34873 60 32 38,http://www.noranekoasociacionprotectoradeanimalesriberadearriba.com,norane@espejo.es,terms/noranekoasociacionprotectoradeanimalesriberadearriba,mixta,grande,,378,241,000304
ASOCIACIÓN PROTECTORA DE ANIMALES PIRINEOS,"Camino de Ipas s/n, 22700 JACA, Huesca, Aragón, España",Aragón,42.5783383,-0.5287715,+34943486693,http://www.asociacinprotectoradeanimalespirineos.com,asocia@pages.com,login/asociacinprotectoradeanimalespirineos,mixta,mediana,,250,228,000305
"ASOCIACIÓN MADRINAS ANIMALISTAS RESCATE ""A.M.A.R.""","C/ PAULINO NAVARRO Nº15, 50190 GARRAPINILLOS (ZARAGOZA), Zaragoza, Aragón, España",Aragón,41.6818885,-1.0253931,+34884 687 483,http://www.asociacinmadrinasanimalistasrescatea.m.a.r..com,asociac@rivas.es,search/asociacinmadrinasanimalistasrescatea.m.a.r.,canina,mediana,,120,137,000306
